ds,y,precip,min_temp,max_temp,avg_temp,temp_80,temp_26,month,season,temp_low,temp_high
2014-08-17,140008.69999999998,0.01,67.93,80.96,74.13416666666667,0,0,8,2,0,0
2014-08-18,159616.3,0.0,63.71,80.18,72.34958333333334,0,0,8,2,0,0
2014-08-19,164402.40000000005,0.0,65.63,78.19,72.10416666666669,0,0,8,2,0,0
2014-08-20,170716.69999999995,0.0,70.35,79.95,74.52416666666666,0,0,8,2,0,0
2014-08-21,169951.49999999997,0.10389999999999999,69.02,78.51,73.98708333333333,0,0,8,2,0,0
2014-08-22,161500.60000000003,0.8362999999999999,67.57,74.74,70.53208333333335,0,0,8,2,0,0
2014-08-23,138366.3,0.0,66.99,72.85,69.89708333333333,0,0,8,2,0,0
2014-08-24,137396.2,0.0,64.84,78.2,71.28916666666666,0,0,8,2,0,0
2014-08-25,168475.3,0.0,66.11,85.06,76.02666666666667,0,0,8,2,0,0
2014-08-26,181268.60000000003,0.0,70.53,83.38,76.54041666666667,0,0,8,2,0,0
2014-08-27,185930.1,0.0,70.31,86.74,78.48208333333332,0,0,8,2,0,0
2014-08-28,174568.79999999996,0.0139,68.76,79.54,74.75500000000001,0,0,8,2,0,0
2014-08-29,155098.5,0.0,62.88,76.31,69.335,0,0,8,2,0,0
2014-08-30,142006.3,0.0,65.72,75.34,71.415,0,0,8,2,0,0
2014-08-31,159140.7,0.44830000000000003,72.81,87.23,77.35458333333332,0,0,8,2,0,0
2014-09-01,177562.5,0.0,74.84,85.13,79.69125000000001,0,0,9,3,0,0
2014-09-02,214544.50000000003,0.0,76.94,89.72,83.43458333333335,1,0,9,3,0,1
2014-09-03,194779.59999999998,0.0,72.63,83.46,78.575,0,0,9,3,0,0
2014-09-04,189182.09999999998,0.0,69.86,83.73,77.04625,0,0,9,3,0,0
2014-09-05,198619.2,0.0,72.44,83.06,77.27875,0,0,9,3,0,0
2014-09-06,187368.99999999997,0.0696,74.13,88.86,79.61833333333333,0,0,9,3,0,0
2014-09-07,154130.19999999998,0.0065,66.08,79.44,71.78541666666668,0,0,9,3,0,0
2014-09-08,162493.4,0.0,65.96,74.32,69.97208333333333,0,0,9,3,0,0
2014-09-09,154072.09999999995,0.0,64.52,72.01,68.27708333333334,0,0,9,3,0,0
2014-09-10,155742.2,0.0,63.54,74.65,68.83291666666668,0,0,9,3,0,0
2014-09-11,169934.6,0.0,68.42,82.37,74.81333333333333,0,0,9,3,0,0
2014-09-12,154119.39999999997,0.0,61.98,75.27,68.27125,0,0,9,3,0,0
2014-09-13,130013.60000000003,0.07310000000000001,61.37,68.42,63.942499999999995,0,0,9,3,0,0
2014-09-14,119852.59999999999,0.0,54.13,69.22,61.74625,0,0,9,3,0,0
2014-09-15,137602.6,0.0,55.01,70.38,62.88541666666668,0,0,9,3,0,0
2014-09-16,140786.8,0.31420000000000003,57.65,67.87,63.76499999999999,0,0,9,3,0,0
2014-09-17,139143.50000000003,0.0,57.97,71.63,64.96333333333334,0,0,9,3,0,0
2014-09-18,142475.30000000002,0.0,58.74,74.93,66.83291666666668,0,0,9,3,0,0
2014-09-19,135401.4,0.0,55.32,64.39,60.599166666666655,0,0,9,3,0,0
2014-09-20,127133.49999999999,0.0,59.3,72.17,66.52624999999999,0,0,9,3,0,0
2014-09-21,136564.8,0.0984,66.65,75.38,70.60416666666667,0,0,9,3,0,0
2014-09-22,144963.1,0.0035,57.63,71.8,66.05875,0,0,9,3,0,0
2014-09-23,135446.6,0.0,52.57,70.79,60.73166666666666,0,0,9,3,0,0
2014-09-24,138852.59999999998,0.0,59.6,69.78,64.76208333333334,0,0,9,3,0,0
2014-09-25,135358.80000000002,0.14730000000000001,58.91,64.17,62.28166666666667,0,0,9,3,0,0
2014-09-26,137976.4,0.0,59.39,76.78,67.44458333333333,0,0,9,3,0,0
2014-09-27,133211.3,0.0,62.6,82.0,71.61875,0,0,9,3,0,0
2014-09-28,137354.19999999998,0.0,62.97,81.03,71.68875,0,0,9,3,0,0
2014-09-29,157392.4,0.0,66.87,76.73,71.19541666666666,0,0,9,3,0,0
2014-09-30,150474.6,0.0,64.32,70.2,67.2325,0,0,9,3,0,0
2014-10-01,141987.19999999998,0.0327,61.71,65.21,63.17083333333333,0,0,10,3,0,0
2014-10-02,138393.90000000002,0.0,60.81,67.26,63.38875000000001,0,0,10,3,0,0
2014-10-03,136256.9,0.0,56.99,67.17,62.286666666666655,0,0,10,3,0,0
2014-10-04,124459.60000000002,0.7962999999999999,56.32,68.94,64.33583333333334,0,0,10,3,0,0
2014-10-05,113094.5,0.0,46.46,59.96,53.08374999999999,0,0,10,3,0,0
2014-10-06,131262.90000000002,0.0,51.03,68.18,60.12208333333333,0,0,10,3,0,0
2014-10-07,136906.69999999998,0.0,64.29,71.0,67.19458333333336,0,0,10,3,0,0
2014-10-08,138775.8,0.0496,63.83,71.47,67.2375,0,0,10,3,0,0
2014-10-09,133219.1,0.0,56.56,68.21,62.816250000000004,0,0,10,3,0,0
2014-10-10,129615.3,0.0,53.83,62.96,58.895833333333336,0,0,10,3,0,0
2014-10-11,116994.5,0.20400000000000001,52.29,59.35,54.73,0,0,10,3,0,0
2014-10-12,111720.00000000001,0.0,48.59,61.99,55.13083333333335,0,0,10,3,0,0
2014-10-13,127247.3,0.017,52.43,64.35,59.38833333333333,0,0,10,3,0,0
2014-10-14,142241.1,0.0065,63.63,73.48,68.74708333333335,0,0,10,3,0,1
2014-10-15,150814.19999999998,0.0477,69.07,75.22,71.76333333333334,0,0,10,3,0,1
2014-10-16,147977.6,0.42100000000000004,63.6,70.75,68.265,0,0,10,3,0,1
2014-10-17,138945.4,0.0,60.49,70.92,64.93124999999999,0,0,10,3,0,0
2014-10-18,122279.1,0.0,57.76,68.46,62.62874999999999,0,0,10,3,0,0
2014-10-19,114379.8,0.0,44.93,56.95,51.90666666666667,0,0,10,3,0,0
2014-10-20,129960.0,0.0,42.88,60.0,51.00666666666667,0,0,10,3,0,0
2014-10-21,132599.89999999997,0.0659,55.42,65.1,59.79791666666667,0,0,10,3,0,0
2014-10-22,133934.59999999998,0.8183,51.41,58.11,55.47875,0,0,10,3,0,0
2014-10-23,134141.9,0.35250000000000004,51.0,53.63,52.40583333333334,0,0,10,3,0,0
2014-10-24,131280.30000000002,0.0,50.95,62.8,55.734583333333326,0,0,10,3,0,0
2014-10-25,117948.59999999998,0.0,50.83,67.07,58.986250000000005,0,0,10,3,0,0
2014-10-26,115286.5,0.0035,54.69,61.5,58.302083333333314,0,0,10,3,0,0
2014-10-27,130790.20000000001,0.0,50.32,63.73,56.82041666666668,0,0,10,3,0,0
2014-10-28,133381.90000000002,0.0,52.86,69.5,60.33708333333333,0,0,10,3,0,0
2014-10-29,135872.10000000003,0.0,53.65,69.73,61.71625000000001,0,0,10,3,0,0
2014-10-30,131330.40000000002,0.0,48.42,57.49,52.40333333333334,0,0,10,3,0,0
2014-10-31,130709.70000000001,0.0,44.54,54.67,49.919166666666676,0,0,10,3,0,0
2014-11-01,121321.2,0.24420000000000008,43.14,48.99,46.51166666666668,0,0,11,3,0,0
2014-11-02,119709.8,0.0,41.75,47.88,44.33833333333334,0,0,11,3,0,0
2014-11-03,133580.69999999998,0.0,40.95,61.02,50.45374999999999,0,0,11,3,0,0
2014-11-04,132360.99999999997,0.0,53.75,67.67,60.152499999999996,0,0,11,3,0,1
2014-11-05,132348.4,0.0,55.6,63.01,59.06083333333333,0,0,11,3,0,0
2014-11-06,133976.8,0.23650000000000004,48.32,55.97,50.65208333333333,0,0,11,3,0,0
2014-11-07,132906.3,0.0,40.65,51.51,47.50208333333334,0,0,11,3,0,0
2014-11-08,121610.49999999999,0.0,37.13,47.2,42.75333333333334,0,0,11,3,0,0
2014-11-09,118110.09999999999,0.0,46.0,56.08,50.22041666666667,0,0,11,3,0,0
2014-11-10,132504.40000000002,0.0,42.98,59.32,51.23333333333333,0,0,11,3,0,0
2014-11-11,132087.8,0.0,47.14,62.88,55.346250000000005,0,0,11,3,0,0
2014-11-12,134729.9,0.0,48.13,63.64,56.91041666666666,0,0,11,3,0,0
2014-11-13,134146.69999999998,0.09730000000000001,36.69,47.26,42.923333333333325,0,0,11,3,0,0
2014-11-14,135574.4,0.040100000000000004,35.98,41.76,38.56333333333334,0,0,11,3,0,0
2014-11-15,124893.70000000001,0.0,32.52,41.69,37.14458333333333,0,0,11,3,0,0
2014-11-16,123417.00000000003,0.0,34.65,43.83,39.827083333333334,0,0,11,3,0,0
2014-11-17,138053.9,0.6718,39.52,49.93,44.29208333333333,0,0,11,3,0,0
2014-11-18,141834.1,0.0,25.49,45.51,32.195,0,0,11,3,1,0
2014-11-19,146500.40000000002,0.0,22.48,33.15,27.939999999999994,0,0,11,3,1,0
2014-11-20,142330.1,0.0,33.3,45.73,38.759999999999984,0,0,11,3,0,0
2014-11-21,143542.59999999995,0.0,28.29,36.08,31.78583333333334,0,0,11,3,1,0
2014-11-22,130170.60000000002,0.0,27.59,43.69,36.18958333333334,0,0,11,3,0,0
2014-11-23,122844.09999999999,0.0,43.26,54.6,48.09041666666666,0,0,11,3,0,0
2014-11-24,136791.90000000005,0.48730000000000007,50.89,65.79,61.32208333333333,0,0,11,3,0,1
2014-11-25,134331.5,0.0,50.12,66.25,56.63041666666666,0,0,11,3,0,1
2014-11-26,138118.2,0.5938999999999999,34.22,50.3,40.26041666666667,0,0,11,3,0,0
2014-11-27,123138.8,0.0065,35.49,37.54,36.57375000000001,0,0,11,3,0,0
2014-11-28,132323.3,0.0,29.44,35.56,32.63041666666667,0,0,11,3,0,0
2014-11-29,128535.4,0.0,27.76,42.16,32.75,0,0,11,3,0,0
2014-11-30,122356.00000000001,0.0,42.25,52.04,48.29916666666666,0,0,11,3,0,0
2014-12-01,135738.3,0.0673,42.2,61.75,52.245416666666664,0,0,12,0,0,1
2014-12-02,140737.4,0.0766,35.22,43.06,39.18958333333334,0,0,12,0,0,0
2014-12-03,140005.9,0.0958,41.15,46.99,43.83166666666667,0,0,12,0,0,0
2014-12-04,139583.8,0.0,37.22,44.62,40.27875,0,0,12,0,0,0
2014-12-05,140905.80000000005,0.2627,34.54,43.56,39.29625000000001,0,0,12,0,0,0
2014-12-06,128819.59999999999,0.8384,41.0,47.67,44.469166666666666,0,0,12,0,0,0
2014-12-07,127930.40000000001,0.10300000000000001,31.17,40.58,37.381249999999994,0,0,12,0,0,0
2014-12-08,147697.40000000002,0.0,25.78,35.27,29.94166666666666,0,0,12,0,1,0
2014-12-09,146612.9,2.0115,36.13,42.52,40.14041666666667,0,0,12,0,0,0
2014-12-10,144502.50000000003,0.05000000000000001,32.49,41.26,37.267500000000005,0,0,12,0,0,0
2014-12-11,145555.2,0.0,30.97,36.81,34.25625000000001,0,0,12,0,0,0
2014-12-12,144761.40000000002,0.0,32.27,36.88,34.444583333333334,0,0,12,0,0,0
2014-12-13,131695.59999999998,0.0,34.81,42.88,37.9825,0,0,12,0,0,0
2014-12-14,128272.30000000003,0.0,37.63,45.3,40.80708333333334,0,0,12,0,0,0
2014-12-15,140896.9,0.0,35.52,47.0,40.94291666666667,0,0,12,0,0,0
2014-12-16,141258.5,0.08689999999999999,36.52,47.4,41.80083333333334,0,0,12,0,0,0
2014-12-17,139257.9,0.0331,42.49,52.05,46.45166666666666,0,0,12,0,0,0
2014-12-18,141072.6,0.0,37.81,41.49,39.39499999999999,0,0,12,0,0,0
2014-12-19,142470.3,0.0,32.14,37.81,35.504999999999995,0,0,12,0,0,0
2014-12-20,133900.00000000003,0.0,30.74,33.0,31.962500000000002,0,0,12,0,0,0
2014-12-21,130477.09999999999,0.0,31.49,35.86,33.501666666666665,0,0,12,0,0,0
2014-12-22,142091.7,0.0234,35.34,45.18,39.833333333333336,0,0,12,0,0,0
2014-12-23,138965.69999999998,0.17830000000000001,43.97,45.88,44.96291666666667,0,0,12,0,0,0
2014-12-24,133595.9,0.6024999999999999,44.36,54.25,47.56416666666667,0,0,12,0,0,0
2014-12-25,117640.9,0.0627,45.09,60.39,51.35624999999999,0,0,12,0,0,1
2014-12-26,128857.59999999999,0.0,39.22,48.85,43.6975,0,0,12,0,0,0
2014-12-27,121414.90000000001,0.0,40.39,54.05,45.673333333333325,0,0,12,0,0,0
2014-12-28,120207.19999999997,0.093,43.19,52.02,46.79125,0,0,12,0,0,1
2014-12-29,135372.8,0.0,35.3,42.59,39.47958333333333,0,0,12,0,0,0
2014-12-30,140232.2,0.0,27.81,34.63,30.790833333333335,0,0,12,0,0,0
2014-12-31,140285.00000000003,0.0,27.02,31.39,29.07708333333333,0,0,12,0,0,0
2015-01-01,128120.25899999998,0.0,26.39,38.32,32.38000000000001,0,0,1,0,0,0
2015-01-02,136122.40699999998,0.0,35.52,41.74,38.01958333333333,0,0,1,0,0,0
2015-01-03,129847.96099999998,0.42819999999999997,31.94,40.35,35.455,0,0,1,0,0,0
2015-01-04,124105.59100000003,0.2921,40.17,54.99,47.71458333333333,0,0,1,0,0,1
2015-01-05,141324.897,0.0,21.81,50.15,36.05124999999999,0,0,1,0,0,0
2015-01-06,150987.74700000003,0.0165,17.82,21.49,20.13458333333333,0,1,1,0,1,0
2015-01-07,154759.45400000003,0.0,9.95,23.37,19.126250000000002,0,1,1,0,1,0
2015-01-08,159687.618,0.0,8.09,20.39,14.295000000000002,0,1,1,0,1,0
2015-01-09,154699.55099999998,0.0139,18.29,32.0,26.171666666666663,0,0,1,0,0,0
2015-01-10,144131.22300000003,0.0,16.83,23.63,20.010833333333334,0,1,1,0,1,0
2015-01-11,138655.60700000002,0.0,18.71,36.32,27.62625,0,0,1,0,0,0
2015-01-12,147946.843,0.22310000000000002,34.02,38.09,35.9525,0,0,1,0,0,0
2015-01-13,149715.27599999998,0.0,17.17,36.51,26.130416666666665,0,0,1,0,0,0
2015-01-14,152783.23500000002,0.0,16.98,30.67,24.389166666666668,0,1,1,0,0,0
2015-01-15,148808.47900000002,0.0,25.49,33.54,29.514583333333334,0,0,1,0,0,0
2015-01-16,146978.79099999997,0.0,20.95,41.08,31.461249999999996,0,0,1,0,0,0
2015-01-17,138444.82299999997,0.0,16.81,29.32,22.951666666666668,0,1,1,0,0,0
2015-01-18,131993.26400000002,1.2095,29.31,40.2,34.890416666666674,0,0,1,0,0,0
2015-01-19,137432.376,0.0,36.43,40.54,38.474166666666676,0,0,1,0,0,0
2015-01-20,143749.36800000005,0.0,32.81,38.86,36.38875000000001,0,0,1,0,0,0
2015-01-21,146477.37399999998,0.0,24.95,33.93,30.095,0,0,1,0,0,0
2015-01-22,145075.148,0.0,30.46,38.54,33.54083333333333,0,0,1,0,0,0
2015-01-23,144416.103,0.0,27.63,37.85,32.864583333333336,0,0,1,0,0,0
2015-01-24,134142.979,0.40980000000000005,32.14,38.61,35.13708333333333,0,0,1,0,0,0
2015-01-25,129824.81700000001,0.0,31.06,41.18,36.539583333333326,0,0,1,0,0,0
2015-01-26,149458.27699999997,0.20450000000000002,22.17,29.99,25.01875,0,1,1,0,0,0
2015-01-27,141272.59399999998,0.14540000000000003,20.67,27.56,23.625416666666663,0,1,1,0,0,0
2015-01-28,152624.72099999996,0.0,17.26,33.0,24.29166666666667,0,1,1,0,0,0
2015-01-29,151032.0,0.0,19.44,33.57,26.712083333333336,0,0,1,0,0,0
2015-01-30,148297.33300000004,0.1257,20.44,36.6,31.314999999999998,0,0,1,0,0,0
2015-01-31,143845.291,0.0,13.3,25.86,19.6375,0,1,1,0,1,0
2015-02-01,136687.74300000002,0.0135,20.58,35.19,29.203333333333333,0,0,2,0,0,0
2015-02-02,152268.29900000003,0.8369999999999999,15.42,32.41,26.589166666666667,0,0,2,0,0,0
2015-02-03,155363.20700000005,0.0,14.42,26.06,19.939583333333335,0,1,2,0,1,0
2015-02-04,149643.885,0.0035,22.7,38.83,31.803750000000004,0,0,2,0,0,0
2015-02-05,151138.96799999996,0.0,14.76,37.6,28.098749999999995,0,0,2,0,0,0
2015-02-06,155413.47500000003,0.0,12.24,26.74,19.31041666666667,0,1,2,0,1,0
2015-02-07,138324.98599999998,0.0065,23.62,35.99,29.834166666666665,0,0,2,0,0,0
2015-02-08,131977.804,0.0,31.48,35.05,33.95416666666667,0,0,2,0,0,0
2015-02-09,151569.338,0.0465,25.77,29.9,26.669999999999998,0,0,2,0,0,0
2015-02-10,149898.706,0.0035,25.56,38.13,30.602916666666662,0,0,2,0,0,0
2015-02-11,149456.91799999998,0.0,22.22,32.07,27.520416666666662,0,0,2,0,0,0
2015-02-12,148454.46300000002,0.0,20.42,38.03,30.842916666666667,0,0,2,0,0,0
2015-02-13,156495.118,0.0,8.44,20.69,14.894166666666665,0,1,2,0,1,0
2015-02-14,142273.421,0.0196,14.92,30.75,23.63416666666667,0,1,2,0,0,0
2015-02-15,144116.979,0.0065,5.0,25.17,15.231666666666667,0,1,2,0,1,0
2015-02-16,154721.232,0.0,3.83,20.35,12.15875,0,1,2,0,1,0
2015-02-17,156409.949,0.056,14.27,27.35,20.219166666666666,0,1,2,0,1,0
2015-02-18,152701.00999999998,0.0035,17.7,28.89,23.951249999999998,0,1,2,0,0,0
2015-02-19,156546.556,0.0,9.98,26.65,17.96375,0,1,2,0,1,0
2015-02-20,162875.41900000002,0.0,2.37,19.65,10.738333333333335,0,1,2,0,1,0
2015-02-21,147834.085,0.27259999999999995,11.88,30.15,21.4575,0,1,2,0,1,0
2015-02-22,135604.55699999997,0.1149,30.96,40.16,34.850833333333334,0,0,2,0,0,0
2015-02-23,153950.725,0.0,8.49,37.47,23.030833333333337,0,1,2,0,1,0
2015-02-24,160148.261,0.0,5.37,23.12,14.067083333333334,0,1,2,0,1,0
2015-02-25,152562.606,0.0,19.25,36.4,28.59791666666666,0,0,2,0,0,0
2015-02-26,152925.967,0.0,21.56,31.47,24.51375,0,1,2,0,1,0
2015-02-27,151838.193,0.0,18.17,29.1,23.06083333333333,0,1,2,0,1,0
2015-02-28,141470.14800000002,0.0,13.98,28.41,21.67166666666667,0,1,2,0,1,0
2015-03-01,139101.21600000001,0.2565,21.97,29.23,25.364166666666673,0,1,3,1,1,0
2015-03-02,149308.468,0.0,26.91,37.47,32.18541666666666,0,0,3,1,0,0
2015-03-03,150811.458,0.3328,21.35,34.52,27.7825,0,0,3,1,1,0
2015-03-04,146214.45199999996,0.2001,34.98,44.24,39.477916666666665,0,0,3,1,0,0
2015-03-05,149519.139,0.41840000000000005,20.68,40.33,27.64583333333333,0,0,3,1,1,0
2015-03-06,152647.17100000003,0.0,13.47,27.27,20.291666666666664,0,1,3,1,1,0
2015-03-07,138474.91600000003,0.0,18.22,37.52,28.183333333333334,0,0,3,1,1,0
2015-03-08,128509.589,0.0,34.97,47.65,40.1375,0,0,3,1,0,0
2015-03-09,139102.302,0.013,35.88,52.16,44.138749999999995,0,0,3,1,0,0
2015-03-10,137205.27199999997,0.2174,34.33,47.41,40.35666666666666,0,0,3,1,0,0
2015-03-11,134390.08299999998,0.0592,39.55,57.44,48.26499999999999,0,0,3,1,0,0
2015-03-12,136006.82700000002,0.0,38.21,48.02,42.92625,0,0,3,1,0,0
2015-03-13,137885.373,0.0,30.97,39.76,36.26833333333334,0,0,3,1,0,0
2015-03-14,126453.605,0.7521999999999999,38.82,49.12,43.75999999999999,0,0,3,1,0,0
2015-03-15,123345.31800000001,0.0,37.47,45.24,41.885,0,0,3,1,0,0
2015-03-16,136763.847,0.0,34.79,48.69,40.50958333333332,0,0,3,1,0,0
2015-03-17,135388.668,0.017,34.67,53.54,45.82916666666666,0,0,3,1,0,0
2015-03-18,141073.851,0.0,29.13,36.3,32.82041666666666,0,0,3,1,0,0
2015-03-19,141036.107,0.0,28.81,41.15,34.05375,0,0,3,1,0,0
2015-03-20,142603.46399999998,0.1918,29.37,36.7,32.594166666666666,0,0,3,1,0,0
2015-03-21,128620.851,0.013,28.88,46.87,36.723333333333336,0,0,3,1,0,0
2015-03-22,123687.80099999998,0.0,30.67,45.19,37.14583333333333,0,0,3,1,0,0
2015-03-23,142191.30000000002,0.0,23.3,36.6,30.032499999999995,0,0,3,1,1,0
2015-03-24,141052.4,0.0,25.67,42.2,33.62583333333334,0,0,3,1,0,0
2015-03-25,138644.44999999998,0.05,31.29,45.13,38.015416666666674,0,0,3,1,0,0
2015-03-26,136174.09800000003,0.16590000000000002,38.37,57.07,46.0225,0,0,3,1,0,0
2015-03-27,135236.979,0.2065,39.32,45.1,42.78,0,0,3,1,0,0
2015-03-28,126362.22399999999,0.0,29.56,41.42,35.50249999999999,0,0,3,1,0,0
2015-03-29,124525.07699999996,0.0,26.35,44.74,34.39333333333333,0,0,3,1,0,0
2015-03-30,137247.74,0.0,34.49,51.21,42.76666666666667,0,0,3,1,0,0
2015-03-31,136449.291,0.14040000000000002,35.74,44.55,40.093749999999986,0,0,3,1,0,0
2015-04-01,135676.734,0.0,33.49,49.92,40.829583333333325,0,0,4,1,0,0
2015-04-02,132395.642,0.0,38.57,60.8,50.24333333333332,0,0,4,1,0,0
2015-04-03,127895.934,0.0296,54.73,61.65,58.47083333333334,0,0,4,1,0,1
2015-04-04,116693.68299999999,0.0,44.1,55.95,50.203749999999985,0,0,4,1,0,0
2015-04-05,113327.10800000001,0.0,40.71,59.19,49.43958333333333,0,0,4,1,0,0
2015-04-06,128124.41900000001,0.0,41.02,58.15,48.84041666666667,0,0,4,1,0,0
2015-04-07,129780.023,0.09530000000000002,43.44,57.93,50.32708333333333,0,0,4,1,0,0
2015-04-08,132584.83000000002,0.013,37.88,44.74,42.222500000000004,0,0,4,1,0,0
2015-04-09,134855.35699999996,0.0,37.06,43.03,39.41916666666667,0,0,4,1,1,0
2015-04-10,132232.42500000002,0.1745,39.38,56.13,45.75666666666666,0,0,4,1,0,0
2015-04-11,116625.959,0.0,46.35,55.08,53.03291666666667,0,0,4,1,0,0
2015-04-12,114158.10699999999,0.0,41.91,61.2,50.51458333333332,0,0,4,1,0,0
2015-04-13,128835.574,0.0,46.92,62.88,55.69916666666666,0,0,4,1,0,0
2015-04-14,129900.824,0.0,54.58,62.3,58.30208333333334,0,0,4,1,0,0
2015-04-15,128398.55599999998,0.0,51.53,69.33,59.390833333333326,0,0,4,1,0,0
2015-04-16,127222.18799999997,0.0,49.16,58.38,54.307916666666664,0,0,4,1,0,0
2015-04-17,129668.65999999999,0.0835,53.76,68.96,60.04291666666666,0,0,4,1,0,0
2015-04-18,117783.441,0.0,54.38,73.66,65.55958333333334,0,0,4,1,0,1
2015-04-19,111651.37699999996,0.0,47.47,63.23,53.863333333333344,0,0,4,1,0,0
2015-04-20,130247.78000000003,0.855,46.19,56.68,51.45249999999999,0,0,4,1,0,0
2015-04-21,129127.725,0.2584,52.24,63.63,57.900000000000006,0,0,4,1,0,0
2015-04-22,129204.87099999997,0.0784,50.51,64.23,55.776250000000005,0,0,4,1,0,0
2015-04-23,128914.52900000002,0.0,41.49,49.66,44.98041666666666,0,0,4,1,0,0
2015-04-24,130646.408,0.0,38.49,49.16,42.58083333333333,0,0,4,1,1,0
2015-04-25,117178.81699999997,0.0,38.12,58.28,47.12666666666667,0,0,4,1,0,0
2015-04-26,113512.86600000002,0.0,45.45,57.65,52.43375,0,0,4,1,0,0
2015-04-27,127931.01099999998,0.0,48.35,58.82,53.48375000000001,0,0,4,1,0,0
2015-04-28,128470.234,0.0,49.98,67.71,58.434583333333336,0,0,4,1,0,0
2015-04-29,130006.583,0.0,50.75,73.59,61.21416666666667,0,0,4,1,0,0
2015-04-30,127771.39899999998,0.0,47.38,60.47,53.30083333333334,0,0,4,1,0,0
2015-05-01,126212.88300000002,0.0,48.23,56.43,51.31666666666666,0,0,5,1,0,0
2015-05-02,113602.44200000001,0.0,47.21,61.85,52.79666666666666,0,0,5,1,0,0
2015-05-03,112591.777,0.0,49.1,75.35,60.08666666666667,0,0,5,1,0,0
2015-05-04,135369.817,0.0,53.58,79.27,67.20708333333333,0,0,5,1,0,1
2015-05-05,142432.21600000001,0.0,64.28,77.66,70.50833333333334,0,0,5,1,0,1
2015-05-06,136279.976,0.0,58.17,67.83,64.05083333333333,0,0,5,1,0,0
2015-05-07,137298.28600000002,0.0,52.75,71.15,62.21958333333333,0,0,5,1,0,0
2015-05-08,139105.504,0.0,53.39,74.95,63.182916666666664,0,0,5,1,0,0
2015-05-09,120947.49499999997,0.0,54.73,62.34,58.27541666666667,0,0,5,1,0,0
2015-05-10,125973.966,0.0,56.99,77.63,67.84291666666665,0,0,5,1,0,1
2015-05-11,157634.175,0.0,68.37,78.14,71.93333333333334,0,0,5,1,0,1
2015-05-12,163019.21000000002,0.0,63.89,82.07,74.09416666666665,0,0,5,1,0,1
2015-05-13,138592.625,0.0,54.49,66.13,60.925000000000004,0,0,5,1,0,0
2015-05-14,131937.312,0.0,50.79,69.13,59.37499999999999,0,0,5,1,0,0
2015-05-15,132491.04,0.0,54.03,70.84,61.79791666666665,0,0,5,1,0,0
2015-05-16,124246.639,0.1832,59.01,71.95,64.59208333333332,0,0,5,1,0,0
2015-05-17,134574.02200000003,0.0896,63.12,80.2,71.28708333333334,0,0,5,1,0,1
2015-05-18,143964.952,0.0,58.48,71.62,62.30583333333332,0,0,5,1,0,0
2015-05-19,142096.815,0.0615,56.52,75.17,63.14708333333334,0,0,5,1,0,0
2015-05-20,133460.57200000001,0.0,55.49,69.31,59.431666666666665,0,0,5,1,0,0
2015-05-21,128374.59,0.0,52.84,59.3,55.66166666666666,0,0,5,1,0,0
2015-05-22,129105.96399999999,0.0,53.54,71.48,62.8975,0,0,5,1,0,0
2015-05-23,112394.39299999998,0.0,49.17,66.87,57.45875,0,0,5,1,0,0
2015-05-24,113995.48400000001,0.0,53.98,76.31,65.50124999999998,0,0,5,1,0,0
2015-05-25,127420.37599999999,0.0,62.8,81.47,71.73708333333333,0,0,5,1,0,0
2015-05-26,158275.23500000002,0.0,65.41,82.25,73.69291666666668,0,0,5,1,0,0
2015-05-27,164201.658,0.054599999999999996,67.4,77.29,72.18541666666665,0,0,5,1,0,0
2015-05-28,167932.03200000004,0.0,67.33,80.5,73.595,0,0,5,1,0,0
2015-05-29,159860.546,0.0,64.66,81.35,70.78166666666668,0,0,5,1,0,0
2015-05-30,148812.299,0.0,65.37,79.02,72.19833333333334,0,0,5,1,0,0
2015-05-31,148162.043,1.0066,61.3,80.35,71.81291666666664,0,0,5,1,0,0
2015-06-01,138721.311,0.7091999999999997,52.18,58.45,55.69958333333332,0,0,6,2,1,0
2015-06-02,129519.489,0.3385,50.2,54.33,52.40583333333331,0,0,6,2,1,0
2015-06-03,130309.13199999998,0.0,52.86,65.22,58.30333333333335,0,0,6,2,0,0
2015-06-04,129756.023,0.0,54.37,63.25,58.184583333333336,0,0,6,2,0,0
2015-06-05,130914.694,0.0035,55.86,64.68,59.43083333333334,0,0,6,2,0,0
2015-06-06,122161.14100000002,0.2634,59.78,74.25,66.47833333333334,0,0,6,2,0,0
2015-06-07,117373.77400000002,0.0,56.63,69.36,63.57291666666668,0,0,6,2,0,0
2015-06-08,144290.985,0.0447,62.19,74.37,68.08125,0,0,6,2,0,0
2015-06-09,157703.476,0.0504,67.15,82.21,73.14958333333334,0,0,6,2,0,0
2015-06-10,160649.87399999998,0.0,65.63,78.7,72.91333333333334,0,0,6,2,0,0
2015-06-11,181948.222,0.0,70.11,88.83,79.83583333333334,0,0,6,2,0,1
2015-06-12,191212.62400000004,0.0,73.31,83.63,79.49208333333334,0,0,6,2,0,1
2015-06-13,171071.016,0.0,73.62,82.81,78.82,0,0,6,2,0,0
2015-06-14,160729.81700000004,0.1343,67.6,82.62,74.96583333333331,0,0,6,2,0,0
2015-06-15,173372.406,0.7024999999999998,64.2,77.92,68.93416666666666,0,0,6,2,0,0
2015-06-16,164936.668,0.6198,64.51,77.14,69.61916666666667,0,0,6,2,0,0
